THPREDICTIONS HERACOMBNCEP920  NNPDF30_nlo_as_0118
257  0.994107            0.00546014          
258  0.850769            0.00505576          
259  0.722136            0.00457573          
260  0.627157            0.00414514          
261  0.540066            0.00369399          
262  0.472139            0.00353561          
263  0.412703            0.00372256          
264  0.321962            0.0032              
265  1.28537             0.00781102          
266  1.17191             0.00648799          
267  1.02406             0.00555951          
268  0.874927            0.00510726          
269  0.740124            0.00457546          
270  0.640035            0.00410881          
271  0.548501            0.00364699          
272  0.476982            0.00347395          
273  0.414708            0.00366475          
274  0.320049            0.00316856          
275  1.23373             0.00699862          
276  1.19289             0.00656139          
277  1.05746             0.0056787           
278  0.904252            0.00518323          
279  0.762144            0.00459075          
280  0.656064            0.00407549          
281  0.558804            0.00359859          
282  0.483021            0.00340517          
283  0.417039            0.00359362          
284  0.358948            0.00310445          
285  0.317598            0.00313067          
286  0.262193            0.00291025          
287  0.145687            0.00205426          
288  1.18195             0.00644991          
289  1.0766              0.00574556          
290  0.924608            0.00524193          
291  0.778486            0.00461168          
292  0.667852            0.00405828          
293  0.566457            0.003568            
294  0.487339            0.00335785          
295  0.418705            0.00354131          
296  0.35842             0.00306684          
297  0.315721            0.00310266          
298  0.259338            0.00284466          
299  0.142666            0.00200097          
300  1.14105             0.00609946          
301  1.08441             0.00576431          
302  0.939499            0.00528765          
303  0.790919            0.00463442          
304  0.677012            0.00404867          
305  0.57231             0.0035479           
306  0.490657            0.00332312          
307  0.419926            0.00350066          
308  0.357951            0.00303806          
309  0.314208            0.00308084          
310  0.257066            0.00279485          
311  0.140298            0.00195969          
312  1.06411             0.00564289          
313  0.956266            0.00533616          
314  0.808619            0.00467267          
315  0.690526            0.0040393           
316  0.581106            0.00352144          
317  0.495547            0.00327293          
318  0.421704            0.00343823          
319  0.357157            0.00299528          
320  0.311845            0.00304743          
321  0.253593            0.00272076          
322  0.136731            0.00189854          
323  1.00566             0.00543535          
324  0.95997             0.00533212          
325  0.819414            0.00470047          
326  0.699908            0.00403621          
327  0.587329            0.00350538          
328  0.499061            0.00323717          
329  0.422895            0.00339186          
330  0.356482            0.00296393          
331  0.310056            0.00302185          
332  0.250987            0.00266751          
333  0.134106            0.00185409          
334  0.935736            0.00523195          
335  0.827565            0.00472583          
336  0.709174            0.00403643          
337  0.593948            0.00349176          
338  0.502744            0.00319777          
339  0.424119            0.00333764          
340  0.355667            0.00292855          
341  0.307998            0.00299278          
342  0.248042            0.00260916          
343  0.131177            0.00180492          
344  0.0205105           0.000663385         
345  0.87821             0.00501294          
346  0.828326            0.00473544          
347  0.714559            0.00404188          
348  0.598365            0.0034844           
349  0.505269            0.00316789          
350  0.424899            0.00329517          
351  0.354975            0.0029016           
352  0.30643             0.00296952          
353  0.245813            0.00256585          
354  0.128982            0.00176819          
355  0.0198884           0.000645825         
356  0.819947            0.00472747          
357  0.717094            0.00405341          
358  0.602013            0.0034814           
359  0.507475            0.00313545          
360  0.425482            0.00324788          
361  0.354197            0.00287102          
362  0.304726            0.00294469          
363  0.243487            0.00252161          
364  0.126734            0.0017305           
365  0.0192625           0.000628241         
366  0.791647            0.00458533          
367  0.715584            0.00407376          
368  0.603651            0.00348617          
369  0.508737            0.00310879          
370  0.425686            0.00320713          
371  0.353436            0.00284541          
372  0.303367            0.00292406          
373  0.241662            0.00248719          
374  0.124992            0.001701            
375  0.0187838           0.000614829         
376  0.707427            0.00411869          
377  0.60323             0.0035071           
378  0.509093            0.00308025          
379  0.425448            0.00315195          
380  0.352342            0.00281289          
381  0.301665            0.00289726          
382  0.239491            0.00244685          
383  0.122971            0.00166617          
384  0.0182361           0.000599409         
385  0.671797            0.00402649          
386  0.596929            0.00358923          
387  0.5068              0.00305962          
388  0.423743            0.00306573          
389  0.350364            0.00276677          
390  0.299289            0.00285843          
391  0.236745            0.00239687          
392  0.120546            0.00162249          
393  0.0175903           0.000581037         
394  0.572921            0.00389028          
395  0.49327             0.00310563          
396  0.415931            0.00291175          
397  0.345144            0.00266549          
398  0.294762            0.00278668          
399  0.232553            0.00231817          
400  0.117334            0.00156107          
401  0.0167858           0.000558923         
402  0.441259            0.00336309          
403  0.386409            0.00269074          
404  0.327838            0.00244458          
405  0.283133            0.00263391          
406  0.224655            0.00218306          
407  0.113106            0.00147315          
408  0.0159003           0.000535116         
409  0.328033            0.00247855          
410  0.287868            0.0021717           
411  0.256794            0.0023905           
412  0.20927             0.00196679          
413  0.107432            0.00135924          
414  0.0150751           0.000514366         
415  0.238176            0.00216541          
416  0.21184             0.00219796          
417  0.181815            0.0016675           
418  0.0986535           0.00120751          
419  0.0141456           0.000494747         
420  0.123347            0.00138722          
421  0.0773566           0.000931056         
422  0.0122674           0.00047795          
423  0.0506459           0.000805644         
424  0.0097086           0.000520936         
