#: table_doi: 10.17182/hepdata.84154.v2/t78
#: name: Table 78
#: description: Relative systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the longitudinal boost $y_{boost}^{t\bar{t}}$.

#: data_file: Table_78.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
y_{boost}^{t\bar{t}} bin,y_{boost}^{t\bar{t}} bin,
10,5,-0.582328159259
11,5,-0.39870416068
12,5,0.0143634578446
13,5,-0.0713088158224
14,5,-0.241995766477
15,5,0.0429646707274
16,5,-0.140140280812
1,6,-0.424131347882
2,6,-0.497274881332
3,6,0.144480782604
4,6,-0.112786238518
5,6,-0.20694787706
6,6,1.0
7,6,-0.00757019911874
8,6,-0.151111203801
9,6,0.0738403033634
10,6,-0.343324538909
11,6,0.39077359494
12,6,0.0979420468727
13,6,0.126986121186
14,6,0.189641495884
15,6,0.0347125515539
16,6,0.241764656213
1,7,0.196752179931
2,7,-0.288753403192
3,7,0.613162507509
4,7,0.858390908831
5,7,-0.379769829032
6,7,-0.00757019911874
7,7,1.0
8,7,0.435031008755
9,7,-0.818319638573
10,7,0.316132924149
11,7,0.555042646487
12,7,-0.792917054739
13,7,-0.692951489864
14,7,-0.459543090782
15,7,-0.840923751618
16,7,-0.598756886213
1,8,-0.152202196881
2,8,0.40735227393
3,8,0.749343523926
4,8,0.504213107928
5,8,-0.0761119536999
6,8,-0.151111203801
7,8,0.435031008755
8,8,1.0
9,8,-0.822040362656
10,8,0.565195056068
11,8,0.371910614676
12,8,-0.788830265556
13,8,-0.704579602197
14,8,-0.58323981577
15,8,-0.620009114314
16,8,-0.71855942107
1,9,-0.0257874706788
2,9,-0.125424233169
3,9,-0.861714645649
4,9,-0.780145166249
5,9,0.277122564933
6,9,0.0738403033634
7,9,-0.818319638573
8,9,-0.822040362656
9,9,1.0
10,9,-0.507422612448
11,9,-0.574088622903
12,9,0.923574543071
13,9,0.866832947361
14,9,0.634807036213
15,9,0.851950740279
16,9,0.791663177498
1,10,-0.177756282252
2,10,0.224129188913
3,10,0.291200613665
4,10,0.210123900009
5,10,-0.582328159259
6,10,-0.343324538909
7,10,0.316132924149
8,10,0.565195056068
9,10,-0.507422612448
10,10,1.0
11,10,0.189729188033
12,10,-0.31796918291
13,10,-0.259922367857
14,10,-0.114023789526
15,10,-0.206022361915
16,10,-0.350416096437
1,11,-0.532961404527
2,11,-0.4934890975
3,11,0.536604112319
4,11,0.337533509914
5,11,-0.39870416068
6,11,0.39077359494
7,11,0.555042646487
8,11,0.371910614676
9,11,-0.574088622903
10,11,0.189729188033
11,11,1.0
12,11,-0.478511289497
13,11,-0.298961134093
14,11,0.0563160031353
15,11,-0.372684819565
16,11,-0.0827122332455
1,12,-0.171937561383
2,12,-0.111334390155
3,12,-0.868231725247
4,12,-0.885034101299
5,12,0.0143634578446
6,12,0.0979420468727
7,12,-0.792917054739
8,12,-0.788830265556
9,12,0.923574543071
10,12,-0.31796918291
11,12,-0.478511289497
12,12,1.0
13,12,0.922842003813
14,12,0.732933058041
15,12,0.945066296282
16,12,0.864453894584
1,13,-0.290835595385
2,13,-0.314043757418
3,13,-0.874016252216
4,13,-0.830135205068
5,13,-0.0713088158224
6,13,0.126986121186
7,13,-0.692951489864
8,13,-0.704579602197
9,13,0.866832947361
10,13,-0.259922367857
11,13,-0.298961134093
12,13,0.922842003813
13,13,1.0
14,13,0.860031533838
15,13,0.917624255077
16,13,0.93348934689
1,14,-0.423955084847
2,14,-0.508157945728
3,14,-0.698536792431
4,14,-0.675460131758
5,14,-0.241995766477
6,14,0.189641495884
7,14,-0.459543090782
8,14,-0.58323981577
9,14,0.634807036213
10,14,-0.114023789526
11,14,0.0563160031353
12,14,0.732933058041
13,14,0.860031533838
14,14,1.0
15,14,0.769936347642
16,14,0.871518158456
1,15,-0.300357463432
2,15,-0.0192303495951
3,15,-0.83131172673
4,15,-0.949570981915
5,15,0.0429646707274
6,15,0.0347125515539
7,15,-0.840923751618
8,15,-0.620009114314
9,15,0.851950740279
10,15,-0.206022361915
11,15,-0.372684819565
12,15,0.945066296282
13,15,0.917624255077
14,15,0.769936347642
15,15,1.0
16,15,0.848284497547
1,16,-0.448004417272
2,16,-0.465931392608
3,16,-0.740489615
4,16,-0.75678834485
5,16,-0.140140280812
6,16,0.241764656213
7,16,-0.598756886213
8,16,-0.71855942107
9,16,0.791663177498
10,16,-0.350416096437
11,16,-0.0827122332455
12,16,0.864453894584
13,16,0.93348934689
14,16,0.871518158456
15,16,0.848284497547
16,16,1.0

