#: table_doi: 10.17182/hepdata.84154.v2/t122
#: name: Table 122
#: description: Relative systematics-only correlation matrix of the full phase-space differential cross-section as a function of the longitudinal boost $y_{boost}^{t\bar{t}}$.

#: data_file: Table_122.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
y_{boost}^{t\bar{t}} bin,y_{boost}^{t\bar{t}} bin,
14,7,-0.73924166995
15,7,-0.831301641318
16,7,-0.704219996743
1,8,0.201757323032
2,8,0.320318220192
3,8,0.421283314284
4,8,0.663042056386
5,8,0.422055815435
6,8,0.552317495613
7,8,0.830443680305
8,8,1.0
9,8,0.879127184124
10,8,0.513867666015
11,8,0.111762810122
12,8,-0.457627196655
13,8,-0.457655837723
14,8,-0.60692101147
15,8,-0.672927807261
16,8,-0.67657336647
1,9,0.356561691656
2,9,0.391111277803
3,9,0.472826597816
4,9,0.672700075894
5,9,0.518677666013
6,9,0.568937595765
7,9,0.680660285996
8,9,0.879127184124
9,9,1.0
10,9,0.473680870018
11,9,-0.00843274271498
12,9,-0.586172007606
13,9,-0.614257904032
14,9,-0.709554187487
15,9,-0.735630059689
16,9,-0.673121722282
1,10,-0.51950593375
2,10,-0.516536770547
3,10,-0.292063826521
4,10,0.104882192353
5,10,-0.221441613148
6,10,0.0211544624399
7,10,0.489412662773
8,10,0.513867666015
9,10,0.473680870018
10,10,1.0
11,10,0.823665134646
12,10,0.0688512116577
13,10,0.102103762124
14,10,-0.0764718272141
15,10,-0.265846983944
16,10,0.0840240327701
1,11,-0.891830852644
2,11,-0.874415120166
3,11,-0.732216105357
4,11,-0.418677915315
5,11,-0.6913444982
6,11,-0.465791380609
7,11,0.0518365734226
8,11,0.111762810122
9,11,-0.00843274271498
10,11,0.823665134646
11,11,1.0
12,11,0.588704543909
13,11,0.608522563452
14,11,0.463125332584
15,11,0.281917497322
16,11,0.558253442427
1,12,-0.811883374269
2,12,-0.764938240839
3,12,-0.897668960326
4,12,-0.927891690267
5,12,-0.940837305829
6,12,-0.915578028991
7,12,-0.646711302574
8,12,-0.457627196655
9,12,-0.586172007606
10,12,0.0688512116577
11,12,0.588704543909
12,12,1.0
13,12,0.986155832746
14,12,0.964397924544
15,12,0.921672187668
16,12,0.816261219158
1,13,-0.832352879267
2,13,-0.786423768127
3,13,-0.909709144264
4,13,-0.911620022621
5,13,-0.94984049819
6,13,-0.909523077052
7,13,-0.60702923904
8,13,-0.457655837723
9,13,-0.614257904032
10,13,0.102103762124
11,13,0.608522563452
12,13,0.986155832746
13,13,1.0
14,13,0.970802639112
15,13,0.910582684107
16,13,0.823103234197
1,14,-0.741992878765
2,14,-0.723147682151
3,14,-0.887398762966
4,14,-0.96184803111
5,14,-0.918198211643
6,14,-0.923867338498
7,14,-0.73924166995
8,14,-0.60692101147
9,14,-0.709554187487
10,14,-0.0764718272141
11,14,0.463125332584
12,14,0.964397924544
13,14,0.970802639112
14,14,1.0
15,14,0.973482845879
16,14,0.851104848342
1,15,-0.61250341078
2,15,-0.594853995144
3,15,-0.80988001114
4,15,-0.963252731816
5,15,-0.854877670849
6,15,-0.917966718633
7,15,-0.831301641318
8,15,-0.672927807261
9,15,-0.735630059689
10,15,-0.265846983944
11,15,0.281917497322
12,15,0.921672187668
13,15,0.910582684107
14,15,0.973482845879
15,15,1.0
16,15,0.811476290801
1,16,-0.818442226393
2,16,-0.878797539722
3,16,-0.921782667884
4,16,-0.90746389513
5,16,-0.905767430933
6,16,-0.879665377409
7,16,-0.704219996743
8,16,-0.67657336647
9,16,-0.673121722282
10,16,0.0840240327701
11,16,0.558253442427
12,16,0.816261219158
13,16,0.823103234197
14,16,0.851104848342
15,16,0.811476290801
16,16,1.0

