#: table_doi: 10.17182/hepdata.84154.v2/t116
#: name: Table 116
#: description: Relative statistics-only correlation matrix of the full phase-space differential cross-section as a function of the the scalar sum of the hadronic and leptonic top-quark transverse momenta $H_{T}^{t\bar{t}}$.

#: data_file: Table_116.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
H_{T}^{t\bar{t}} bin,H_{T}^{t\bar{t}} bin,
5,13,0.0106411332212
6,13,0.0134764153237
7,13,-0.0245056584665
8,13,-0.0457944999215
9,13,-0.0185537299321
10,13,-0.0866444162594
11,13,-0.102871121495
12,13,0.419908952921
13,13,1.0
14,13,0.421765618861
15,13,-0.104206417213
1,14,-0.0463274968289
2,14,-0.0129167708905
3,14,0.00445160489724
4,14,-0.00245334043323
5,14,0.000376342138878
6,14,-0.00580547155947
7,14,-0.0268638823808
8,14,-0.00727714377966
9,14,0.00831025878542
10,14,-0.0380432302895
11,14,-0.116990078538
12,14,-0.089717966013
13,14,0.421765618861
14,14,1.0
15,14,0.163617233191
1,15,-0.0486337032364
2,15,-0.0401104455504
3,15,-0.0326432065435
4,15,-0.00630535814659
5,15,0.0165133234916
6,15,0.0218713727998
7,15,0.00471541860141
8,15,0.00431714419198
9,15,-0.0121513898828
10,15,-0.0278253464319
11,15,-0.0427678450116
12,15,-0.0802371171491
13,15,-0.104206417213
14,15,0.163617233191
15,15,1.0

