#: table_doi: 10.17182/hepdata.84154.v2/t62
#: name: Table 62
#: description: Relative systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the hadronic top-quark absolute rapidity $|y^{t}|$.

#: data_file: Table_62.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
|y^{t}| bin,|y^{t}| bin,
13,10,-0.0421418356663
14,10,0.394244658372
15,10,-0.638973256443
16,10,0.526893881908
17,10,-0.712495250449
18,10,-0.724868129571
1,11,-0.752305316269
2,11,0.696802874615
3,11,-0.511218357721
4,11,0.775832164425
5,11,-0.104395934906
6,11,-0.903185485429
7,11,0.684638173705
8,11,-0.572766056813
9,11,-0.900710748457
10,11,0.930972286224
11,11,1.0
12,11,-0.318186492555
13,11,-0.0406023256108
14,11,0.278793623666
15,11,-0.6709359089
16,11,0.583654776911
17,11,-0.589257356211
18,11,-0.602543543941
1,12,0.387350646146
2,12,-0.568676279078
3,12,0.727317651233
4,12,-0.456812593443
5,12,0.721568451066
6,12,0.320407446198
7,12,-0.801719956784
8,12,0.0779193084156
9,12,0.457614527033
10,12,-0.498337818994
11,12,-0.318186492555
12,12,1.0
13,12,-0.0742026891185
14,12,-0.766306350599
15,12,0.183516695183
16,12,-0.144928397639
17,12,0.466609598968
18,12,0.420046979931
1,13,-0.291212190962
2,13,-0.399882033076
3,13,-0.130410436234
4,13,-0.186391643059
5,13,-0.233721237848
6,13,-0.0104209113295
7,13,-0.028185194578
8,13,0.143151921647
9,13,-0.0542700615686
10,13,-0.0421418356663
11,13,-0.0406023256108
12,13,-0.0742026891185
13,13,1.0
14,13,0.298348928817
15,13,0.663308680392
16,13,0.475247664673
17,13,0.277577005069
18,13,0.410086566076
1,14,-0.693052696955
2,14,0.241029649103
3,14,-0.884285358005
4,14,0.420136553861
5,14,-0.970991805967
6,14,-0.39294256771
7,14,0.760074327194
8,14,0.0829634641696
9,14,-0.345237859424
10,14,0.394244658372
11,14,0.278793623666
12,14,-0.766306350599
13,14,0.298348928817
14,14,1.0
15,14,-0.0403021095362
16,14,0.455925998913
17,14,-0.103392872094
18,14,-0.00245838722348
1,15,0.337337070669
2,15,-0.775569776354
3,15,0.228757703321
4,15,-0.705926795321
5,15,-0.0340799349956
6,15,0.646823443449
7,15,-0.505168248672
8,15,0.369546994763
9,15,0.593453509395
10,15,-0.638973256443
11,15,-0.6709359089
12,15,0.183516695183
13,15,0.663308680392
14,15,-0.0403021095362
15,15,1.0
16,15,-0.0269500230203
17,15,0.622845131331
18,15,0.696997261181
1,16,-0.768501324671
2,16,-0.0191415247314
3,16,-0.51292442262
4,16,0.3086295605
5,16,-0.338266416398
6,16,-0.54825978595
7,16,0.378693677168
8,16,-0.289499533602
9,16,-0.482992056638
10,16,0.526893881908
11,16,0.583654776911
12,16,-0.144928397639
13,16,0.475247664673
14,16,0.455925998913
15,16,-0.0269500230203
16,16,1.0
17,16,0.0876379668992
18,16,0.0887917095697
1,17,0.304828580016
2,17,-0.902787964657
3,17,0.263643138943
4,17,-0.671275755089
5,17,-0.0174088262097
6,17,0.629763265247
7,17,-0.641334695305
8,17,0.361387270552
9,17,0.669415097901
10,17,-0.712495250449
11,17,-0.589257356211
12,17,0.466609598968
13,17,0.277577005069
14,17,-0.103392872094
15,17,0.622845131331
16,17,0.0876379668992
17,17,1.0
18,17,0.938792105416
1,18,0.228511808902
2,18,-0.877171596708
3,18,0.218077959954
4,18,-0.621522682857
5,18,-0.100684298872
6,18,0.55151297522
7,18,-0.590777279879
8,18,0.471733896872
9,18,0.625119241326
10,18,-0.724868129571
11,18,-0.602543543941
12,18,0.420046979931
13,18,0.410086566076
14,18,-0.00245838722348
15,18,0.696997261181
16,18,0.0887917095697
17,18,0.938792105416
18,18,1.0

