#: table_doi: 10.17182/hepdata.84154.v2/t74
#: name: Table 74
#: description: Relative systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the scalar sum of the hadronic and leptonic top-quark transverse momenta $H_{T}^{t\bar{t}}$.

#: data_file: Table_74.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
H_{T}^{t\bar{t}} bin,H_{T}^{t\bar{t}} bin,
2,10,-0.543080328654
3,10,-0.480443245538
4,10,-0.420707170056
5,10,0.19991067562
6,10,0.406598960856
7,10,0.469784571454
8,10,0.501892400474
9,10,0.572011805467
10,10,1.0
11,10,0.79413384423
12,10,0.700560175274
13,10,0.591483715263
14,10,0.790909665521
15,10,0.825806761976
1,11,-0.559456903107
2,11,-0.631187488606
3,11,-0.586645100351
4,11,-0.701342039299
5,11,0.293620423081
6,11,0.643257999518
7,11,0.613234265364
8,11,0.49602881202
9,11,0.865888809784
10,11,0.79413384423
11,11,1.0
12,11,0.93527451008
13,11,0.905784953155
14,11,0.85387779558
15,11,0.752741142577
1,12,-0.6162941412
2,12,-0.676149884982
3,12,-0.612030727807
4,12,-0.829607592738
5,12,0.315124509515
6,12,0.736018920796
7,12,0.720472221173
8,12,0.545465775798
9,12,0.947975805216
10,12,0.700560175274
11,12,0.93527451008
12,12,1.0
13,12,0.963573685984
14,12,0.809159158059
15,12,0.666194561594
1,13,-0.602201907032
2,13,-0.665544192708
3,13,-0.632947999344
4,13,-0.806889734476
5,13,0.3275481285
6,13,0.745236728141
7,13,0.724591936915
8,13,0.554294651772
9,13,0.908335464104
10,13,0.591483715263
11,13,0.905784953155
12,13,0.963573685984
13,13,1.0
14,13,0.770321250771
15,13,0.6073869656
1,14,-0.309598181296
2,14,-0.393403131841
3,14,-0.389354316973
4,14,-0.602000985373
5,14,0.0587373296047
6,14,0.38299063135
7,14,0.409194545033
8,14,0.340645145815
9,14,0.652988768103
10,14,0.790909665521
11,14,0.85387779558
12,14,0.809159158059
13,14,0.770321250771
14,14,1.0
15,14,0.935398587181
1,15,-0.199815209553
2,15,-0.329940685774
3,15,-0.327899492684
4,15,-0.452678270083
5,15,0.033211874342
6,15,0.260065254076
7,15,0.307841597928
8,15,0.302736856974
9,15,0.465618541319
10,15,0.825806761976
11,15,0.752741142577
12,15,0.666194561594
13,15,0.6073869656
14,15,0.935398587181
15,15,1.0

