#        Ep        Ee   eCharge      ePol    Lumifb    lhapdf        NC        CC     itarg    erunco
#    50000.       60.        1.      0.00    100.00     21000         1         0         1      0.50
#      q2         x       y  thetae  thetaj        f2    sigrNC    nevent estat eunco esyst  etot eelen ethee ehadr radco egamp effic enoisx
    1000. 0.03000000  0.0028  150.4  178.8   0.61792   0.62527  0.32E+08  0.10  0.50  2.05  2.11  0.14  0.05  0.20  0.30  0.00  0.50  1.95
    3000. 0.00050000  0.5000  114.3   65.7   4.09867   4.33368  0.20E+08  0.10  0.50  0.60  0.78  0.13  0.02  0.04  0.30  0.00  0.50  0.00
    3000. 0.00085000  0.2941  123.0  105.0   3.23369   3.41930  0.86E+07  0.10  0.50  0.60  0.79  0.13  0.02  0.09  0.30  0.00  0.50  0.00
    3000. 0.00200000  0.1250  128.0  147.4   2.18779   2.31328  0.22E+08  0.10  0.50  0.62  0.80  0.14  0.03  0.15  0.30  0.00  0.50  0.00
    3000. 0.00500000  0.0500  129.8  167.2   1.42854   1.51005  0.12E+08  0.10  0.50  0.63  0.81  0.14  0.03  0.20  0.30  0.00  0.50  0.00
    3000. 0.00850000  0.0294  130.3  172.5   1.11658   1.17989  0.39E+07  0.10  0.50  0.64  0.81  0.14  0.03  0.22  0.30  0.00  0.50  0.00
    3000. 0.03000000  0.0083  130.8  177.9   0.63835   0.67330  0.11E+08  0.10  0.50  1.73  1.80  0.14  0.03  0.21  0.30  0.00  0.50  1.61
    3000. 0.10000000  0.0025  130.9  179.4   0.39095   0.41041  0.39E+07  0.10  0.50  2.09  2.15  0.14  0.03  0.21  0.30  0.00  0.50  1.99
   10000. 0.00200000  0.4167   85.0  113.6   2.43637   2.95459  0.61E+07  0.10  0.50  0.60  0.79  0.14  0.01  0.07  0.30  0.00  0.50  0.00
   10000. 0.00500000  0.1667   95.2  155.3   1.55190   1.88160  0.41E+07  0.10  0.50  0.62  0.80  0.14  0.02  0.16  0.30  0.00  0.50  0.00
   10000. 0.00850000  0.0980   97.5  165.9   1.19430   1.44680  0.14E+07  0.10  0.50  0.63  0.81  0.14  0.02  0.20  0.30  0.00  0.50  0.00
   10000. 0.03000000  0.0278   99.6  176.1   0.65585   0.78983  0.40E+07  0.10  0.50  0.64  0.81  0.14  0.02  0.21  0.30  0.00  0.50  0.00
   10000. 0.10000000  0.0083  100.2  178.8   0.38539   0.45669  0.16E+07  0.10  0.50  1.73  1.80  0.15  0.02  0.22  0.30  0.00  0.50  1.61
   10000. 0.20000000  0.0042  100.3  179.4   0.26012   0.30293  0.38E+06  0.16  0.50  1.98  2.05  0.20  0.02  0.46  0.30  0.00  0.50  1.83
   30000. 0.00500000  0.5000   52.2  127.8   1.65281   2.31850  0.11E+07  0.10  0.50  1.17  1.28  0.15  0.01  0.08  0.30  1.00  0.50  0.00
   30000. 0.00850000  0.2941   60.4  152.7   1.25641   1.76303  0.44E+06  0.15  0.50  0.61  0.81  0.15  0.01  0.12  0.30  0.00  0.50  0.00
   30000. 0.03000000  0.0833   67.1  173.1   0.66832   0.93150  0.14E+07  0.10  0.50  0.63  0.81  0.15  0.01  0.18  0.30  0.00  0.50  0.00
   30000. 0.10000000  0.0250   68.8  178.0   0.37998   0.51610  0.55E+06  0.14  0.50  0.64  0.83  0.15  0.01  0.23  0.30  0.00  0.50  0.00
   30000. 0.20000000  0.0125   69.1  179.0   0.25025   0.33021  0.22E+06  0.21  0.50  0.78  0.95  0.20  0.01  0.48  0.30  0.00  0.50  0.00
  100000. 0.03000000  0.2778   35.7  165.9   0.67900   1.00469  0.37E+06  0.16  0.50  0.61  0.81  0.15  0.00  0.11  0.30  0.00  0.50  0.00
  100000. 0.10000000  0.0833   39.9  176.2   0.37391   0.54345  0.17E+06  0.24  0.50  0.64  0.85  0.15  0.01  0.21  0.30  0.00  0.50  0.00
  100000. 0.20000000  0.0417   40.8  178.1   0.24037   0.33946  0.71E+05  0.38  0.50  0.79  1.01  0.21  0.01  0.49  0.30  0.00  0.50  0.00
  100000. 0.40000001  0.0208   41.2  179.1   0.08796   0.12005  0.13E+05  0.89  0.50  1.55  1.86  0.39  0.02  1.39  0.30  0.00  0.50  0.00
  100000. 0.60000002  0.0139   41.3  179.4   0.01867   0.02483  0.13E+04  2.79  0.50  2.99  4.13  0.68  0.03  2.86  0.30  0.00  0.50  0.00
  300000. 0.03000000  0.8333   10.2  131.8   0.68659   0.92372  0.25E+05  0.63  0.50  1.17  1.42  0.15  0.00  0.06  0.30  1.00  0.50  0.00
  300000. 0.10000000  0.2500   21.5  172.8   0.36836   0.50541  0.41E+05  0.49  0.50  0.62  0.94  0.16  0.00  0.14  0.30  0.00  0.50  0.00
  300000. 0.20000000  0.1250   23.2  176.6   0.23209   0.31872  0.19E+05  0.72  0.50  0.78  1.17  0.21  0.00  0.47  0.30  0.00  0.50  0.00
  300000. 0.40000001  0.0625   24.0  178.4   0.08216   0.11154  0.35E+04  1.69  0.50  1.57  2.36  0.39  0.01  1.40  0.30  0.00  0.50  0.00
  300000. 0.60000002  0.0417   24.2  178.9   0.01687   0.02251  0.35E+03  5.31  0.50  3.03  6.14  0.69  0.02  2.90  0.30  0.00  0.50  0.00
  300000. 0.80000001  0.0313   24.3  179.2   0.00099   0.00129  0.11E+03  9.57  0.50  5.42 11.01  1.17  0.03  5.26  0.30  0.00  0.50  0.00
 1000000. 0.10000000  0.8333    5.6  152.5   0.36234   0.33488  0.45E+04  1.48  0.50  1.17  1.96  0.16  0.00  0.12  0.30  1.00  0.50  0.00
 1000000. 0.20000000  0.4167   10.5  172.5   0.22374   0.23450  0.34E+04  1.72  0.50  0.74  1.94  0.21  0.00  0.41  0.30  0.00  0.50  0.00
 1000000. 0.40000001  0.2083   12.2  176.8   0.07660   0.09130  0.71E+03  3.77  0.50  1.55  4.10  0.40  0.00  1.38  0.30  0.00  0.50  0.00
 1000000. 0.60000002  0.1389   12.7  177.9   0.01521   0.01872  0.73E+02 11.67  0.50  3.05 12.08  0.70  0.01  2.91  0.30  0.00  0.50  0.00
 1000000. 0.80000001  0.1042   13.0  178.5   0.00085   0.00105  0.23E+02 21.02  0.50  5.45 21.72  1.18  0.02  5.29  0.30  0.00  0.50  0.00
 2000000. 0.20000000  0.8333    4.0  160.3   0.21924   0.13550  0.74E+03  3.68  0.50  1.24  3.91  0.22  0.00  0.40  0.30  1.00  0.50  0.00
 2000000. 0.40000001  0.4167    7.4  174.7   0.07372   0.06687  0.21E+03  6.85  0.50  1.51  7.04  0.40  0.00  1.34  0.30  0.00  0.50  0.00
 2000000. 0.60000002  0.2778    8.2  176.8   0.01437   0.01509  0.24E+02 20.21  0.50  3.02 20.44  0.71  0.01  2.88  0.30  0.00  0.50  0.00
 2000000. 0.80000001  0.2083    8.6  177.7   0.00078   0.00087  0.78E+01 35.80  0.50  5.45 36.21  1.19  0.01  5.29  0.30  0.00  0.50  0.00
 3000000. 0.40000001  0.6250    4.9  171.9   0.07213   0.04486  0.36E+02 16.72  0.50  1.80 16.82  0.41  0.00  1.31  0.30  1.00  0.50  0.00
 3000000. 0.60000002  0.4167    6.1  175.7   0.01392   0.01190  0.51E+01 44.45  0.50  2.98 44.55  0.71  0.00  2.84  0.30  0.00  0.50  0.00
