#        Ep        Ee   eCharge      ePol    Lumifb    lhapdf        NC        CC     itarg    erunco
#     7000.       60.       -1.      0.80    300.00     21000         0         1         1      0.50
#      q2         x       y  thetaj    sigrCC    nevent   estat   eunco   esyst    etot
     500. 0.00200000 0.14881  98.2   1.18890  0.45E+06    0.15    0.50    2.00    2.07
     500. 0.00500000 0.05952 143.5   0.89819  0.26E+06    0.20    0.50    2.00    2.07
     500. 0.00850000 0.03501 158.3   0.74253  0.90E+05    0.33    0.50    2.00    2.09
     500. 0.02000000 0.01488 170.8   0.54505  0.21E+06    0.22    0.50    2.00    2.07
     500. 0.05000000 0.00595 176.3   0.40472  0.12E+06    0.29    0.50    2.00    2.08
     500. 0.08500000 0.00350 177.8   0.34382  0.83E+05    0.35    0.50    2.00    2.09
     500. 0.20000000 0.00149 179.1   0.23806  0.34E+05    0.55    0.50    2.00    2.13
    1000. 0.00085000 0.70028  23.3   1.07637  0.21E+06    0.22    0.50    2.00    2.07
    1000. 0.00200000 0.29762  73.2   1.10336  0.65E+06    0.12    0.50    2.00    2.07
    1000. 0.00500000 0.11905 128.6   0.90507  0.42E+06    0.15    0.50    2.00    2.07
    1000. 0.00850000 0.07003 149.2   0.76005  0.15E+06    0.26    0.50    2.00    2.08
    1000. 0.02000000 0.02976 166.9   0.55852  0.34E+06    0.17    0.50    2.00    2.07
    1000. 0.05000000 0.01190 174.8   0.40848  0.19E+06    0.23    0.50    2.00    2.07
    1000. 0.08500000 0.00700 176.9   0.34273  0.13E+06    0.28    0.50    2.00    2.08
    1000. 0.20000000 0.00298 178.7   0.23137  0.65E+05    0.39    0.50    2.00    2.10
    1000. 0.30000001 0.00198 179.1   0.16095  0.30E+05    0.58    0.50    2.00    2.14
    1000. 0.40000001 0.00149 179.4   0.10266  0.14E+05    0.84    0.50    3.33    3.47
    1000. 0.50000000 0.00119 179.5   0.05772  0.36E+04    1.67    0.50    4.67    4.98
    2000. 0.00200000 0.59524  43.4   0.88544  0.78E+06    0.11    0.50    2.00    2.06
    2000. 0.00500000 0.23810 107.6   0.84743  0.66E+06    0.12    0.50    2.00    2.07
    2000. 0.00850000 0.14006 135.9   0.74411  0.25E+06    0.20    0.50    2.00    2.07
    2000. 0.02000000 0.05952 161.3   0.56123  0.59E+06    0.13    0.50    2.00    2.07
    2000. 0.05000000 0.02381 172.6   0.40922  0.33E+06    0.18    0.50    2.00    2.07
    2000. 0.08500000 0.01401 175.7   0.34041  0.22E+06    0.21    0.50    2.00    2.07
    2000. 0.20000000 0.00595 178.2   0.22497  0.11E+06    0.30    0.50    2.00    2.08
    2000. 0.30000001 0.00397 178.8   0.15409  0.48E+05    0.45    0.50    2.00    2.11
    2000. 0.40000001 0.00298 179.1   0.09682  0.23E+05    0.66    0.50    3.33    3.43
    2000. 0.50000000 0.00238 179.3   0.05360  0.10E+05    0.99    0.50    4.67    4.80
    2000. 0.60000002 0.00198 179.4   0.02481  0.40E+04    1.59    0.50    6.00    6.23
    2000. 0.69999999 0.00170 179.5   0.00875  0.67E+03    3.86    0.50    7.33    8.30
    5000. 0.00500000 0.59524  64.4   0.64219  0.80E+06    0.11    0.50    2.00    2.06
    5000. 0.00850000 0.35014 107.2   0.63676  0.33E+06    0.18    0.50    2.00    2.07
    5000. 0.02000000 0.14881 149.4   0.53543  0.84E+06    0.11    0.50    2.00    2.06
    5000. 0.05000000 0.05952 168.1   0.40270  0.48E+06    0.14    0.50    2.00    2.07
    5000. 0.08500000 0.03501 173.1   0.33449  0.32E+06    0.18    0.50    2.00    2.07
    5000. 0.20000000 0.01488 177.1   0.21681  0.16E+06    0.25    0.50    2.00    2.08
    5000. 0.30000001 0.00992 178.1   0.14587  0.69E+05    0.38    0.50    2.00    2.10
    5000. 0.40000001 0.00744 178.5   0.09001  0.32E+05    0.56    0.50    3.33    3.42
    5000. 0.50000000 0.00595 178.8   0.04890  0.14E+05    0.84    0.50    4.67    4.77
    5000. 0.60000002 0.00496 179.0   0.02219  0.54E+04    1.36    0.50    6.00    6.17
    5000. 0.69999999 0.00425 179.2   0.00764  0.16E+04    2.48    0.50    7.33    7.76
    5000. 0.80000001 0.00372 179.3   0.00162  0.34E+03    5.44    0.50    8.67   10.25
   10000. 0.00850000 0.70028  66.2   0.49450  0.22E+06    0.21    0.50    2.00    2.07
   10000. 0.02000000 0.29762 133.8   0.47873  0.64E+06    0.12    0.50    2.00    2.07
   10000. 0.05000000 0.11905 162.7   0.38773  0.40E+06    0.16    0.50    2.00    2.07
   10000. 0.08500000 0.07003 170.0   0.32621  0.28E+06    0.19    0.50    2.00    2.07
   10000. 0.20000000 0.02976 175.8   0.21062  0.13E+06    0.28    0.50    2.00    2.08
   10000. 0.30000001 0.01984 177.2   0.14017  0.58E+05    0.42    0.50    2.00    2.10
   10000. 0.40000001 0.01488 177.9   0.08543  0.26E+05    0.62    0.50    3.33    3.43
   10000. 0.50000000 0.01190 178.4   0.04582  0.11E+05    0.94    0.50    4.67    4.79
   10000. 0.60000002 0.00992 178.6   0.02049  0.43E+04    1.52    0.50    6.00    6.21
   10000. 0.69999999 0.00850 178.8   0.00695  0.13E+04    2.79    0.50    7.33    7.86
   10000. 0.80000001 0.00744 179.0   0.00144  0.26E+03    6.22    0.50    8.67   10.68
   20000. 0.02000000 0.59524 103.1   0.38726  0.39E+06    0.16    0.50    2.00    2.07
   20000. 0.05000000 0.23810 153.9   0.35802  0.31E+06    0.18    0.50    2.00    2.07
   20000. 0.08500000 0.14006 165.4   0.31199  0.22E+06    0.21    0.50    2.00    2.07
   20000. 0.20000000 0.05952 174.0   0.20409  0.11E+06    0.31    0.50    2.00    2.08
   20000. 0.30000001 0.03968 176.1   0.13477  0.46E+05    0.47    0.50    2.00    2.11
   20000. 0.40000001 0.02976 177.1   0.08125  0.21E+05    0.69    0.50    3.33    3.44
   20000. 0.50000000 0.02381 177.7   0.04305  0.89E+04    1.06    0.50    4.67    4.81
   20000. 0.60000002 0.01984 178.1   0.01900  0.33E+04    1.74    0.50    6.00    6.27
   20000. 0.69999999 0.01701 178.3   0.00634  0.97E+03    3.21    0.50    7.33    8.02
   20000. 0.80000001 0.01488 178.5   0.00129  0.19E+03    7.22    0.50    8.67   11.29
   50000. 0.05000000 0.59524 126.7   0.29219  0.18E+06    0.24    0.50    2.00    2.08
   50000. 0.08500000 0.35014 153.8   0.27843  0.14E+06    0.27    0.50    2.00    2.08
   50000. 0.20000000 0.14881 170.1   0.19396  0.69E+05    0.38    0.50    2.00    2.10
   50000. 0.30000001 0.09921 173.6   0.12785  0.30E+05    0.58    0.50    2.00    2.14
   50000. 0.40000001 0.07440 175.2   0.07622  0.13E+05    0.86    0.50    3.33    3.48
   50000. 0.50000000 0.05952 176.2   0.03981  0.57E+04    1.33    0.50    4.67    4.88
   50000. 0.60000002 0.04960 176.9   0.01729  0.21E+04    2.19    0.50    6.00    6.41
   50000. 0.69999999 0.04252 177.3   0.00566  0.60E+03    4.08    0.50    7.33    8.41
   50000. 0.80000001 0.03720 177.7   0.00112  0.12E+03    9.27    0.50    8.67   12.70
  100000. 0.08500000 0.70028 128.2   0.24443  0.57E+05    0.42    0.50    2.00    2.10
  100000. 0.20000000 0.29762 164.7   0.18422  0.30E+05    0.58    0.50    2.00    2.14
  100000. 0.30000001 0.19841 170.4   0.12252  0.13E+05    0.87    0.50    2.00    2.24
  100000. 0.40000001 0.14881 173.0   0.07267  0.59E+04    1.30    0.50    3.33    3.61
  100000. 0.50000000 0.11905 174.5   0.03761  0.24E+04    2.02    0.50    4.67    5.11
  100000. 0.60000002 0.09921 175.5   0.01615  0.89E+03    3.36    0.50    6.00    6.89
  100000. 0.69999999 0.08503 176.1   0.00522  0.25E+03    6.29    0.50    7.33    9.68
  100000. 0.80000001 0.07440 176.6   0.00102  0.48E+02   14.44    0.50    8.67   16.85
  200000. 0.20000000 0.59524 151.8   0.17281  0.15E+05    0.81    0.50    2.00    2.21
  200000. 0.30000001 0.39683 164.4   0.11689  0.69E+04    1.21    0.50    2.00    2.39
  200000. 0.40000001 0.29762 169.1   0.06924  0.31E+04    1.81    0.50    3.33    3.82
  200000. 0.50000000 0.23810 171.6   0.03557  0.13E+04    2.81    0.50    4.67    5.47
  200000. 0.60000002 0.19841 173.2   0.01513  0.45E+03    4.70    0.50    6.00    7.64
  200000. 0.69999999 0.17007 174.3   0.00483  0.13E+03    8.86    0.50    7.33   11.51
  200000. 0.80000001 0.14881 175.0   0.00093  0.24E+02   20.51    0.50    8.67   22.27
  500000. 0.40000001 0.74405 152.0   0.06494  0.14E+04    2.63    0.50    3.33    4.28
  500000. 0.50000000 0.59524 162.0   0.03308  0.67E+03    3.85    0.50    4.67    6.07
  500000. 0.60000002 0.49603 166.5   0.01390  0.24E+03    6.47    0.50    6.00    8.84
  500000. 0.69999999 0.42517 169.1   0.00437  0.66E+02   12.28    0.50    7.33   14.32
  500000. 0.80000001 0.37202 170.9   0.00082  0.12E+02   28.70    0.50    8.67   29.99
 1000000. 0.69999999 0.85034 150.4   0.00407  0.13E+02   27.92    0.50    7.33   28.88
