#        Ep        Ee   eCharge      ePol    Lumifb    lhapdf        NC        CC     itarg    erunco
#     1000.       60.       -1.      0.00    100.00     21000         0         1         1      0.50
#     q2         x       y  thetaj    sigrCC    nevent   estat   eunco   esyst    etot
     500. 0.02000000 0.10417 118.9   2.51152  0.32E+06    0.18    0.50    2.00    2.07
     500. 0.05000000 0.04167 154.3   1.97111  0.19E+06    0.23    0.50    2.00    2.07
     500. 0.08500000 0.02451 164.8   1.69809  0.14E+06    0.27    0.50    2.00    2.08
     500. 0.20000000 0.01042 173.6   1.18759  0.70E+05    0.38    0.50    2.00    2.10
     500. 0.30000001 0.00694 175.7   0.84175  0.33E+05    0.55    0.50    2.00    2.13
     500. 0.40000001 0.00521 176.8   0.54604  0.16E+05    0.79    0.50    3.33    3.46
     500. 0.50000000 0.00417 177.4   0.31221  0.73E+04    1.17    0.50    4.67    4.84
     500. 0.60000002 0.00347 177.9   0.14961  0.30E+04    1.84    0.50    6.00    6.29
     500. 0.69999999 0.00298 178.2   0.05488  0.96E+03    3.24    0.50    7.33    8.03
     500. 0.80000001 0.00260 178.4   0.01256  0.21E+03    6.83    0.50    8.67   11.04
    1000. 0.00500000 0.83333  14.7   2.46242  0.25E+06    0.20    0.50    2.00    2.07
    1000. 0.00850000 0.49020  42.0   2.52490  0.17E+06    0.25    0.50    2.00    2.08
    1000. 0.02000000 0.20833  96.8   2.37287  0.47E+06    0.15    0.50    2.00    2.07
    1000. 0.05000000 0.08333 143.4   1.93801  0.30E+06    0.18    0.50    2.00    2.07
    1000. 0.08500000 0.04902 158.4   1.67224  0.21E+06    0.22    0.50    2.00    2.07
    1000. 0.20000000 0.02083 170.9   1.15170  0.11E+06    0.30    0.50    2.00    2.08
    1000. 0.30000001 0.01389 173.9   0.80372  0.50E+05    0.45    0.50    2.00    2.11
    1000. 0.40000001 0.01042 175.4   0.51310  0.24E+05    0.65    0.50    3.33    3.43
    1000. 0.50000000 0.00833 176.4   0.28853  0.11E+05    0.97    0.50    4.67    4.79
    1000. 0.60000002 0.00694 177.0   0.13582  0.43E+04    1.53    0.50    6.00    6.21
    1000. 0.69999999 0.00595 177.4   0.04881  0.13E+04    2.73    0.50    7.33    7.84
    1000. 0.80000001 0.00521 177.7   0.01088  0.29E+03    5.85    0.50    8.67   10.47
    2000. 0.02000000 0.41667  68.7   2.05054  0.68E+06    0.12    0.50    2.00    2.07
    2000. 0.05000000 0.16667 127.8   1.84479  0.48E+06    0.14    0.50    2.00    2.07
    2000. 0.08500000 0.09804 149.0   1.62184  0.35E+06    0.17    0.50    2.00    2.07
    2000. 0.20000000 0.04167 167.0   1.11505  0.18E+06    0.24    0.50    2.00    2.08
    2000. 0.30000001 0.02778 171.4   0.76855  0.81E+05    0.35    0.50    2.00    2.09
    2000. 0.40000001 0.02083 173.5   0.48370  0.38E+05    0.51    0.50    3.33    3.41
    2000. 0.50000000 0.01667 174.8   0.26790  0.17E+05    0.77    0.50    4.67    4.76
    2000. 0.60000002 0.01389 175.7   0.12403  0.66E+04    1.23    0.50    6.00    6.15
    2000. 0.69999999 0.01190 176.3   0.04373  0.20E+04    2.22    0.50    7.33    7.68
    2000. 0.80000001 0.01042 176.8   0.00952  0.43E+03    4.81    0.50    8.67    9.92
    5000. 0.05000000 0.41667  94.4   1.58351  0.63E+06    0.13    0.50    2.00    2.07
    5000. 0.08500000 0.24510 128.8   1.49102  0.50E+06    0.14    0.50    2.00    2.07
    5000. 0.20000000 0.10417 158.8   1.06146  0.25E+06    0.20    0.50    2.00    2.07
    5000. 0.30000001 0.06944 166.1   0.72498  0.11E+06    0.30    0.50    2.00    2.08
    5000. 0.40000001 0.05208 169.6   0.44915  0.53E+05    0.43    0.50    3.33    3.40
    5000. 0.50000000 0.04167 171.7   0.24431  0.23E+05    0.65    0.50    4.67    4.74
    5000. 0.60000002 0.03472 173.1   0.11088  0.90E+04    1.06    0.50    6.00    6.11
    5000. 0.69999999 0.02976 174.1   0.03820  0.27E+04    1.92    0.50    7.33    7.60
    5000. 0.80000001 0.02604 174.9   0.00808  0.56E+03    4.22    0.50    8.67    9.65
   10000. 0.05000000 0.83333  44.4   1.34272  0.32E+06    0.18    0.50    2.00    2.07
   10000. 0.08500000 0.49020 101.0   1.32924  0.40E+06    0.16    0.50    2.00    2.07
   10000. 0.20000000 0.20833 148.6   1.01225  0.21E+06    0.22    0.50    2.00    2.07
   10000. 0.30000001 0.13889 159.6   0.69281  0.95E+05    0.32    0.50    2.00    2.09
   10000. 0.40000001 0.10417 165.0   0.42548  0.44E+05    0.48    0.50    3.33    3.40
   10000. 0.50000000 0.08333 168.1   0.22868  0.19E+05    0.73    0.50    4.67    4.75
   10000. 0.60000002 0.06944 170.1   0.10237  0.72E+04    1.18    0.50    6.00    6.14
   10000. 0.69999999 0.05952 171.6   0.03471  0.21E+04    2.17    0.50    7.33    7.66
   10000. 0.80000001 0.05208 172.7   0.00719  0.43E+03    4.82    0.50    8.67    9.93
   20000. 0.20000000 0.41667 130.3   0.95207  0.16E+06    0.25    0.50    2.00    2.08
   20000. 0.30000001 0.27778 149.0   0.65979  0.75E+05    0.36    0.50    2.00    2.09
   20000. 0.40000001 0.20833 157.5   0.40327  0.35E+05    0.54    0.50    3.33    3.41
   20000. 0.50000000 0.16667 162.4   0.21456  0.15E+05    0.82    0.50    4.67    4.76
   20000. 0.60000002 0.13889 165.5   0.09485  0.55E+04    1.35    0.50    6.00    6.17
   20000. 0.69999999 0.11905 167.7   0.03168  0.16E+04    2.49    0.50    7.33    7.76
   20000. 0.80000001 0.10417 169.3   0.00644  0.32E+03    5.59    0.50    8.67   10.33
   50000. 0.30000001 0.69444 112.0   0.61549  0.48E+05    0.45    0.50    2.00    2.11
   50000. 0.40000001 0.52083 136.0   0.37550  0.22E+05    0.67    0.50    3.33    3.44
   50000. 0.50000000 0.41667 147.4   0.19767  0.94E+04    1.03    0.50    4.67    4.81
   50000. 0.60000002 0.34722 154.0   0.08612  0.35E+04    1.70    0.50    6.00    6.26
   50000. 0.69999999 0.29762 158.4   0.02826  0.10E+04    3.16    0.50    7.33    8.00
   50000. 0.80000001 0.26042 161.5   0.00561  0.19E+03    7.18    0.50    8.67   11.27
  100000. 0.50000000 0.83333 104.5   0.18624  0.34E+04    1.71    0.50    4.67    5.00
  100000. 0.60000002 0.69444 129.0   0.08030  0.15E+04    2.61    0.50    6.00    6.56
  100000. 0.69999999 0.59524 140.9   0.02602  0.42E+03    4.88    0.50    7.33    8.83
  100000. 0.80000001 0.52083 148.1   0.00508  0.80E+02   11.20    0.50    8.67   14.17
