	rs			x		Q2	sigmaNC	stat_u(%)	syst_u(%)	norm_c(%)
196	63.2455532033676	0.0205		5.15	0.418111890554428	0.0143	1.5	2.5
197	63.2455532033676	0.0205		8.15	0.45348396897316	0.0175	1.5	2.5
198	63.2455532033676	0.0205		12.9	0.487621277570725	0.0219	1.5	2.5
199	63.2455532033676	0.0205		20.5	0.519731342792511	0.0284	1.5	2.5
200	63.2455532033676	0.0205		32.5	0.545565247535706	0.0372	1.5	2.5
201	63.2455532033676	0.0325		1.29	0			0.00843	2.5	2.5
202	63.2455532033676	0.0325		2.05	0			0.0102	1.5	2.5
203	63.2455532033676	0.0325		3.25	0.373987704515457	0.012	1.5	2.5
204	63.2455532033676	0.0325		5.15	0.399242997169495	0.0146	1.5	2.5
205	63.2455532033676	0.0325		8.15	0.424291640520096	0.0179	1.5	2.5
206	63.2455532033676	0.0325		12.9	0.448878318071365	0.0225	1.5	2.5
207	63.2455532033676	0.0325		20.5	0.472293734550476	0.0285	1.5	2.5
208	63.2455532033676	0.0325		32.5	0.492860525846481	0.0366	1.5	2.5
209	63.2455532033676	0.0325		51.5	0.509056568145752	0.049	1.5	2.5
210	63.2455532033676	0.0515		1.29	0			0.0086	2.5	2.5
211	63.2455532033676	0.0515		2.05	0			0.0103	2.5	2.5
212	63.2455532033676	0.0515		3.25	0.364650696516037	0.0123	1.5	2.5
213	63.2455532033676	0.0515		5.15	0.383018732070923	0.0149	1.5	2.5
214	63.2455532033676	0.0515		8.15	0.400712788105011	0.0185	1.5	2.5
215	63.2455532033676	0.0515		12.9	0.417013317346573	0.023	1.5	2.5
216	63.2455532033676	0.0515		20.5	0.432267606258392	0.029	1.5	2.5
217	63.2455532033676	0.0515		32.5	0.445755422115326	0.0371	1.5	2.5
218	63.2455532033676	0.0515		51.5	0.457346528768539	0.0479	1.5	2.5
219	63.2455532033676	0.0515		81.5	0.465755194425583	0.0669	1.5	2.5
220	63.2455532033676	0.0815		1.29	0			0.00895	2.5	2.5
221	63.2455532033676	0.0815		2.05	0			0.0105	2.5	2.5
222	63.2455532033676	0.0815		3.25	0.361636698246002	0.0126	2.5	2.5
223	63.2455532033676	0.0815		5.15	0.371836483478546	0.0153	1.5	2.5
224	63.2455532033676	0.0815		8.15	0.381155252456665	0.0189	1.5	2.5
225	63.2455532033676	0.0815		12.9	0.389628708362579	0.0237	1.5	2.5
226	63.2455532033676	0.0815		20.5	0.397198498249054	0.0299	1.5	2.5
227	63.2455532033676	0.0815		32.5	0.403796762228012	0.0382	1.5	2.5
228	63.2455532033676	0.0815		51.5	0.409352660179138	0.0487	1.5	2.5
229	63.2455532033676	0.0815		81.5	0.413783848285675	0.0656	1.5	2.5
230	63.2455532033676	0.0815		129	0.416742593050003	0.0856	1.5	2.5
231	63.2455532033676	0.129		1.29	0			0.00927	2.5	2.5
232	63.2455532033676	0.129		2.05	0			0.0108	2.5	2.5
233	63.2455532033676	0.129		3.25	0.361347317695618	0.0129	2.5	2.5
234	63.2455532033676	0.129		5.15	0.364357501268387	0.0158	2.5	2.5
235	63.2455532033676	0.129		8.15	0.366093933582306	0.0197	1.5	2.5
236	63.2455532033676	0.129		12.9	0.367254108190536	0.0245	1.5	2.5
237	63.2455532033676	0.129		20.5	0.36788871884346	0.031	1.5	2.5
238	63.2455532033676	0.129		32.5	0.368199795484543	0.0396	1.5	2.5
239	63.2455532033676	0.129		51.5	0.368053168058395	0.0511	1.5	2.5
240	63.2455532033676	0.129		81.5	0.36758154630661	0.0642	1.5	2.5
241	63.2455532033676	0.129		129	0.366923332214355	0.0871	1.5	2.5
242	63.2455532033676	0.129		205	0.366428464651108	0.117	1.5	2.5
243	63.2455532033676	0.205		2.05	0			0.0114	2.5	2.5
244	63.2455532033676	0.205		3.25	0.347368538379669	0.0136	2.5	2.5
245	63.2455532033676	0.205		5.15	0.342988789081573	0.0167	2.5	2.5
246	63.2455532033676	0.205		8.15	0.338223427534103	0.0207	2.5	2.5
247	63.2455532033676	0.205		12.9	0.332815945148468	0.026	1.5	2.5
248	63.2455532033676	0.205		20.5	0.3272405564785		0.0332	1.5	2.5
249	63.2455532033676	0.205		32.5	0.321624219417572	0.0421	1.5	2.5
250	63.2455532033676	0.205		51.5	0.316211521625519	0.0538	1.5	2.5
251	63.2455532033676	0.205		81.5	0.311031460762024	0.0701	1.5	2.5
252	63.2455532033676	0.205		129	0.306200683116913	0.0921	1.5	2.5
253	63.2455532033676	0.205		205	0.302049666643143	0.119	1.5	2.5
254	63.2455532033676	0.205		325	0.299519658088684	0.16	1.5	2.5
255	63.2455532033676	0.325		3.25	0.286771476268768	0.0156	2.5	2.5
256	63.2455532033676	0.325		5.15	0.276248633861542	0.0191	2.5	2.5
257	63.2455532033676	0.325		8.15	0.265143871307373	0.0238	2.5	2.5
258	63.2455532033676	0.325		12.9	0.254287272691727	0.0301	2.5	2.5
259	63.2455532033676	0.325		20.5	0.243915557861328	0.0383	1.5	2.5
260	63.2455532033676	0.325		32.5	0.23438760638237	0.0488	1.5	2.5
261	63.2455532033676	0.325		51.5	0.225425630807877	0.063	1.5	2.5
262	63.2455532033676	0.325		81.5	0.217315807938576	0.0828	1.5	2.5
263	63.2455532033676	0.325		129	0.20990888774395	0.107	1.5	2.5
264	63.2455532033676	0.325		205	0.20330086350441	0.141	1.5	2.5
265	63.2455532033676	0.325		325	0.197987347841263	0.19	1.5	2.5
266	63.2455532033676	0.325		515	0.194985270500183	0.255	1.5	2.5
267	63.2455532033676	0.515		5.15	0.141449451446533	0.029	2.5	2.5
268	63.2455532033676	0.515		8.15	0.128507271409035	0.0351	2.5	2.5
269	63.2455532033676	0.515		12.9	0.117279931902885	0.0443	2.5	2.5
270	63.2455532033676	0.515		20.5	0.107551671564579	0.0572	2.5	2.5
271	63.2455532033676	0.515		32.5	0.099267318844795	0.0741	1.5	2.5
272	63.2455532033676	0.515		51.5	0.092029087245464	0.0962	1.5	2.5
273	63.2455532033676	0.515		81.5	0.085723511874676	0.119	1.5	2.5
274	63.2455532033676	0.515		129	0.080172277987003	0.159	1.5	2.5
275	63.2455532033676	0.515		205	0.075339943170548	0.208	1.5	2.5
276	63.2455532033676	0.515		325	0.071260377764702	0.297	1.5	2.5
277	63.2455532033676	0.515		515	0.068075612187386	0.363	1.5	2.5
278	63.2455532033676	0.815		8.15	0.01360019762069	0.127	2.5	2.5
279	63.2455532033676	0.815		12.9	0.010255980305374	0.14	2.5	2.5
280	63.2455532033676	0.815		20.5	0.00815543346107	0.178	2.5	2.5
281	63.2455532033676	0.815		32.5	0.006690783891827	0.219	2.5	2.5
282	63.2455532033676	0.815		51.5	0.005633869674057	0.296	1.5	2.5
283	63.2455532033676	0.815		81.5	0.004847737494856	0.41	1.5	2.5


