110 160  1.03 +0.02  -0.02 1.041e-01  2.6  -0.0 +0.0    +6.9 -6.8    +3.6 -3.8    +1.4 -1.5    +0.6 -0.8    +4.6 -4.9    +3.2 -3.4    +1.0 -1.1    +6.9 -6.9    +2.5 -2.4    +0.1 -0.1    -0.1 +0.1    +7.0 -7.1    +3.6 -3.9      1.6       0.0       0.5       0.0       1.0       1.0       0.5   
160 210  1.03 +0.02  -0.02 1.057e-02  7.7  -0.0 +0.0    +5.0 -4.5    +3.7 -3.8    +1.3 -1.3    +2.4 -2.3    +6.1 -5.8    +3.2 -3.1    +0.9 -0.9    +9.1 -8.6    +3.9 -4.0    +0.1 -0.1    -0.0 +0.0    +10. -9.9    +4.8 -4.6      2.0       0.2       1.0       0.0       1.0       1.0       0.5   
210 260  1.03 +0.02  -0.02 1.331e-03  21.  -0.0 +0.0    +5.0 -4.6    +4.7 -4.1    +0.6 -0.5    +3.8 -3.5    +7.1 -6.0    +3.0 -2.5    +0.7 -0.6    +10. -9.0    +5.3 -4.7    +0.2 -0.2    -0.0 +0.0     +13  -11    +5.3 -4.6      3.1       0.4       1.1       0.0       1.0       1.0       0.5   
260 310  1.03 +0.02  -0.02 8.750e-05  79.  -0.0 +0.0    +8.5 -7.2    +5.4 -4.6    +1.3 -1.0    +6.0 -5.2    +8.7 -7.8    +3.3 -2.7    +1.1 -0.7     +14  -12    +7.8 -7.0    +0.3 -0.3    -0.0 +0.0     +17  -15    +7.0 -6.3       0.8       0.4       1.0       0.0       1.0       1.0       0.5   
310 400  1.03 +0.02  -0.02 2.248e-05   125  -0.1 +0.1    +7.4 -7.9    +6.1 -6.3    +1.2 -1.6    +5.3 -5.6    +8.9 -9.1    +2.4 -2.8    +0.6 -0.5     +15  -15    +8.8 -8.9    +0.3 -0.1    -0.0 +0.0     +21  -19    +7.1 -7.4      5.7       1.0       0.9       0.0       1.0       1.0       0.5   
2.1  2.8
8
20 30  1.19 +0.13  -0.07 1.154e+03  1.5   +16  -12     +12  -10     +20  -14    +6.4 -6.0    +5.9 -5.0     +26  -21    +2.2 -2.6    +5.4 -4.7    +5.4 -5.1    -0.0 +0.0    +0.0 -0.0    +3.0 -3.2    -0.0 +0.0    +4.5 -4.5      20.       0.7       0.0       0.3       2.0       1.0       0.5   
30 45  1.09 +0.09  -0.03 1.225e+02  1.3  +8.4 -7.4     +11  -10    +10. -9.6    +6.0 -5.8    +3.0 -2.9     +23  -19    +3.1 -3.1    +3.6 -3.6    +5.4 -5.4    +0.0 +0.0    +0.0 -0.0    +3.8 -3.9    -0.1 +0.1    +4.6 -4.8      5.7       1.1       0.3       0.2       1.0       1.0       0.5   
45 60  1.05 +0.07  -0.03 1.439e+01  2.3  +1.6 -1.6    +10. -8.8    +8.3 -7.3    +3.9 -3.5    +1.8 -2.0     +14  -11    +3.4 -3.1    +2.1 -2.0    +5.4 -4.8    +0.1 -0.2    +0.0 -0.1    +2.8 -2.7    +0.5 -0.4    +4.0 -3.6      1.8       0.6       0.5       0.0       1.0       1.0       0.5   
60 80  1.04 +0.06  -0.03 2.422e+00  1.3  -1.1 +1.0    +8.4 -7.3    +5.0 -4.4    +2.2 -1.8    +4.7 -4.3    +9.4 -7.8    +4.2 -3.9    +2.0 -1.6    +6.3 -5.8    +1.0 -0.6    +0.1 -0.1    +1.1 -0.6    +2.9 -2.6    +3.9 -3.6      2.3       0.1       0.5       0.0       1.0       1.0       0.5   
80 110  1.03 +0.05  -0.03 2.803e-01  2.4  -0.3 +0.3    +9.7 -8.0    +4.7 -4.3    +0.8 -0.6    +3.1 -2.8    +8.4 -6.9    +4.2 -3.9    +1.4 -1.4    +8.0 -7.0    +1.6 -1.6    +0.1 -0.0    -0.4 +0.4    +6.8 -6.2    +2.5 -2.5      4.2       0.2       0.6       0.0       1.0       1.0       0.5   
110 160  1.03 +0.05  -0.03 1.515e-02  7.4  -0.0 +0.0    +11. -9.3    +6.0 -5.3    +1.1 -1.0    +1.6 -1.2    +9.4 -8.3    +5.3 -4.9    +1.9 -1.6    +11. -9.7    +3.6 -3.8    +0.2 -0.2    -0.1 +0.1    +11. -9.9    +2.3 -2.1      3.9       0.7       0.9       0.0       1.0       1.0       0.5   
160 210  1.03 +0.05  -0.03 6.440e-04  35.  -0.0 +0.0    +6.7 -6.4    +5.6 -4.8    +1.6 -1.4    +3.3 -3.6     +11  -10    +4.9 -4.0    +1.2 -1.1     +14  -12    +6.2 -5.3    +0.2 -0.2    -0.0 +0.0     +16  -14    +2.4 -2.5      4.1       1.1       2.1       0.0       1.0       1.0       0.5   
210 260  1.03 +0.05  -0.03 6.303e-05   114  -0.0 +0.0     +12  -13    +9.1 -12.    +1.7 -3.9    +7.9 -10.     +24  -19    +3.9 -6.3    +0.6 -1.7     +29  -20     +13  -13    -0.1 +0.0    -0.0 +0.0     +38  -24    +1.4 -4.6      11.       0.1       1.9       0.0       1.0       1.0       0.5   
2.8 3.6
6
20 30  1.12 +0.16  -0.06 5.583e+02  1.8   +17  -13     +12  -11     +21  -15    +7.2 -6.4    +6.2 -5.2     +38  -30    +2.7 -2.7    +5.7 -4.9    +5.8 -5.3    -0.0 +0.0    +0.0 -0.0    +3.4 -3.4    -0.0 +0.0    +7.3 -6.7      21.       0.4       0.1       0.4       2.0       2.0       0.5   
30 45  1.05 +0.12  -0.04 4.400e+01  2.0  +8.9 -8.6     +13  -12     +12  -11    +6.4 -6.1    +3.5 -3.4     +43  -30    +3.8 -3.7    +4.2 -4.0    +6.0 -6.2    +0.0 -0.0    +0.0 -0.0    +4.5 -4.4    -0.1 +0.1    +7.7 -7.8      10.       0.0       0.5       0.3       1.0       2.0       0.5   
45 60  1.03 +0.09  -0.04 3.267e+00  2.0  +1.5 -1.2     +15  -12    +13. -9.7    +6.5 -4.7    +3.0 -2.9     +36  -25    +5.5 -4.5    +2.8 -2.3    +8.7 -7.1    +0.7 -0.2    +0.0 -0.0    +3.6 -3.0    +1.4 -0.8    +10. -8.4      3.9       0.5       3.1       0.1       1.0       1.0       0.5   
60 80  1.02 +0.08  -0.04 2.558e-01  3.3  -2.0 +1.9     +12  -11    +5.9 -6.9    +3.9 -4.6    +5.8 -6.5     +26  -21    +5.3 -5.9    +1.6 -2.6    +8.7 -9.6    +0.6 -1.2    -0.0 +0.0    +0.1 -0.5    +4.3 -5.2    +8.3 -9.1      6.0       0.6       5.5       0.0       1.0       1.0       0.5   
80 110  1.02 +0.08  -0.04 7.530e-03  12.  -0.8 +0.7     +12  -14    +4.2 -7.2    +5.5 -6.4    +3.1 -2.0     +17  -20    +4.1 -5.9    +1.2 -1.3     +11  -13    +1.9 -2.1    +0.1 -0.0    -0.8 +0.8     +10  -11    +7.9 -9.1      4.3       2.4       2.3       0.0       1.0       1.0       0.5   
110 160  1.02 +0.08  -0.04 1.268e-04  71.  -0.1 +0.1     +11  -26    +5.3 -21.    +6.2 -22.    -1.9 -12.     +23  -40    +3.1 -19.    -0.85 -13.     +12  -27    +4.8 -16.    -0.0 +0.0    -0.3 +0.3    +8.8 -28.    +4.8 -23.      25.       0.6      25.5       0.0       1.0       1.0       0.5   
3.6  4.4
3
20 30  0.99 +0.19  -0.06 8.729e+01  4.6   +26  -16     +19  -15     +31  -19    +5.7 -3.9    +9.2 -6.2     +93  -54    +4.9 -3.4    +8.5 -5.9    +8.9 -6.7    -0.0 +0.0    -0.0 -0.0    +5.9 -4.3    -0.0 +0.0     +15  -12      25.       2.5       1.4       0.6       2.0       2.0       0.5   
30 45  0.95 +0.13  -0.08 2.220e+00  5.0   +21  -14     +29  -20     +26  -19    +8.2 -5.3    +8.8 -6.1    +159  -56    +10.0 -6.8    +9.8 -7.6     +14  -11    +0.0 -0.0    -0.0 +0.0    +11. -8.2    +0.0 -0.0     +28  -18      14.       2.4       5.4       1.5       1.0       1.0       0.5   
45 60  0.92 +0.13  -0.12 1.433e-02  16.  +0.2 -3.3     +39  -22     +15  -21    +2.7 -3.0    +5.3 -8.2    +109  -55    +7.1 -12.    +4.5 -7.2     +13  -17    -0.0 -0.8    -0.0 +0.0    +5.7 -7.5    +2.8 -4.1     +38  -23      26.      12.7       2.2       0.4       1.0       1.0       0.5   
