#: table_doi: 10.17182/hepdata.84154.v2/t53
#: name: Table 53
#: description: Absolute systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the $t\bar{t$}$ system absolute rapidity $|y^{t\bar{t}}|$.

#: data_file: Table_53.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
|y^{t\bar{t}}| bin,|y^{t\bar{t}}| bin,
1,14,0.982714125974
2,14,0.983026466146
3,14,0.986095726341
4,14,0.983571216329
5,14,0.989501411472
6,14,0.987446480307
7,14,0.98897662743
8,14,0.985713763183
9,14,0.987239086117
10,14,0.991557831822
11,14,0.995143772385
12,14,0.989034198066
13,14,0.988074169704
14,14,1.0
15,14,0.996114201359
16,14,0.9954198385
17,14,0.974483316849
18,14,0.947763728107
1,15,0.984012012867
2,15,0.981652570986
3,15,0.983673166635
4,15,0.982383517747
5,15,0.986759072161
6,15,0.985379741679
7,15,0.987454045442
8,15,0.985814728918
9,15,0.987915558975
10,15,0.991483970956
11,15,0.994084684594
12,15,0.991927521893
13,15,0.991109159327
14,15,0.996114201359
15,15,1.0
16,15,0.993897301848
17,15,0.979020710363
18,15,0.946064552915
1,16,0.977551868445
2,16,0.977069464228
3,16,0.979582160918
4,16,0.977843626167
5,16,0.983055353124
6,16,0.982048462024
7,16,0.983295161889
8,16,0.980330055892
9,16,0.982442162406
10,16,0.986766114269
11,16,0.989655093539
12,16,0.985392370009
13,16,0.986516930154
14,16,0.9954198385
15,16,0.993897301848
16,16,1.0
17,16,0.975606947152
18,16,0.96288626044
1,17,0.951863260978
2,17,0.953475971373
3,17,0.955329868068
4,17,0.954501088976
5,17,0.955517827313
6,17,0.952995213331
7,17,0.95236200843
8,17,0.962791982544
9,17,0.964234990036
10,17,0.964516013052
11,17,0.970062180864
12,17,0.977197173185
13,17,0.978832382459
14,17,0.974483316849
15,17,0.979020710363
16,17,0.975606947152
17,17,1.0
18,17,0.926868793258
1,18,0.906073082244
2,18,0.902837054043
3,18,0.908099917799
4,18,0.903788187895
5,18,0.917494323351
6,18,0.916008765552
7,18,0.918335716181
8,18,0.906649885858
9,18,0.910766147003
10,18,0.919752418918
11,18,0.926326391755
12,18,0.915213832666
13,18,0.917532138522
14,18,0.947763728107
15,18,0.946064552915
16,18,0.96288626044
17,18,0.926868793258
18,18,1.0

