#: table_doi: 10.17182/hepdata.84154.v2/t121
#: name: Table 121
#: description: Absolute systematics-only correlation matrix of the full phase-space differential cross-section as a function of the longitudinal boost $y_{boost}^{t\bar{t}}$.

#: data_file: Table_121.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
y_{boost}^{t\bar{t}} bin,y_{boost}^{t\bar{t}} bin,
12,9,0.994663000066
13,9,0.993246413631
14,9,0.989518159356
15,9,0.981787622866
16,9,0.969370254455
1,10,0.9898773481
2,10,0.991778345169
3,10,0.996183053964
4,10,0.996952838376
5,10,0.996719094127
6,10,0.997799736821
7,10,0.998276756797
8,10,0.998397656269
9,10,0.999187764698
10,10,1.0
11,10,0.999604227955
12,10,0.994757143801
13,10,0.993831694271
14,10,0.989804566287
15,10,0.981282044158
16,10,0.972380848184
1,11,0.988393471915
2,11,0.990660170518
3,11,0.995173619326
4,11,0.995298901157
5,11,0.995673419228
6,11,0.996901805587
7,11,0.997096692267
8,11,0.997538603901
9,11,0.998609197938
10,11,0.999604227955
11,11,1.0
12,11,0.996820045504
13,11,0.996104925937
14,11,0.992747945312
15,11,0.985291792961
16,11,0.977172540078
1,12,0.98667059312
2,12,0.989397697842
3,12,0.991791374952
4,12,0.988940913638
5,12,0.991899309786
6,12,0.992782175249
7,12,0.991043866502
8,12,0.9924299145
9,12,0.994663000066
10,12,0.994757143801
11,12,0.996820045504
12,12,1.0
13,12,0.999749547342
14,12,0.998814726486
15,12,0.995427939239
16,12,0.984648944761
1,13,0.984601293902
2,13,0.98756306225
3,13,0.990106474937
4,13,0.987278113121
5,13,0.99021881498
6,13,0.991283747543
7,13,0.989762386527
8,13,0.991088347064
9,13,0.993246413631
10,13,0.993831694271
11,13,0.996104925937
12,13,0.999749547342
13,13,1.0
14,13,0.999229953716
15,13,0.995974309626
16,13,0.985603362421
1,14,0.982258664507
2,14,0.984770142936
3,14,0.986637685729
4,14,0.982520205623
5,14,0.986861083306
6,14,0.987739266277
7,14,0.984991091179
8,14,0.986338231732
9,14,0.989518159356
10,14,0.989804566287
11,14,0.992747945312
12,14,0.998814726486
13,14,0.999229953716
14,14,1.0
15,14,0.998474748145
16,14,0.988442920013
1,15,0.975799920189
2,15,0.978405313049
3,15,0.978954889603
4,15,0.972888988349
5,15,0.979006540281
6,15,0.979632604187
7,15,0.975499916427
8,15,0.977529382815
9,15,0.981787622866
10,15,0.981282044158
11,15,0.985291792961
12,15,0.995427939239
13,15,0.995974309626
14,15,0.998474748145
15,15,1.0
16,15,0.98932201827
1,16,0.955862908312
2,16,0.956722321204
3,16,0.963295224769
4,16,0.958587801855
5,16,0.964535446545
6,16,0.966244805839
7,16,0.962040721027
8,16,0.962698358031
9,16,0.969370254455
10,16,0.972380848184
11,16,0.977172540078
12,16,0.984648944761
13,16,0.985603362421
14,16,0.988442920013
15,16,0.98932201827
16,16,1.0

