#: table_doi: 10.17182/hepdata.84154.v2/t61
#: name: Table 61
#: description: Absolute systematics-only correlation matrix of the fiducial phase-space differential cross-section as a function of the the hadronic top-quark absolute rapidity $|y^{t}|$.

#: data_file: Table_61.yaml
#: keyword reactions: P P --> TOP TOPBAR X
#: keyword phrases: Inclusive | Top | Proton-Proton Scattering | Top Production
#: keyword cmenergies: 8000.0
#: RE,P P --> TOP TOPBAR X
#: SQRT(S) [GeV],8000.0
|y^{t}| bin,|y^{t}| bin,
8,7,0.997813706672
9,7,0.992135458682
10,7,0.99874780979
11,7,0.998378532841
12,7,0.997744278312
13,7,0.999071960074
14,7,0.992574915254
15,7,0.995103537904
16,7,0.9979269365
17,7,0.992393652758
18,7,0.989545688313
1,8,0.997862907668
2,8,0.997773457264
3,8,0.997767125236
4,8,0.996034458466
5,8,0.994667064448
6,8,0.996377336901
7,8,0.997813706672
8,8,1.0
9,8,0.993799650233
10,8,0.995040963748
11,8,0.994918569359
12,8,0.995917118258
13,8,0.998568354939
14,8,0.996037712329
15,8,0.996444662857
16,8,0.996404614495
17,8,0.994398391475
18,8,0.993131958274
1,9,0.99618143107
2,9,0.991979271274
3,9,0.993662797949
4,9,0.983394828165
5,9,0.989829886771
6,9,0.998858179946
7,9,0.992135458682
8,9,0.993799650233
9,9,1.0
10,9,0.987804007259
11,9,0.986845215161
12,9,0.992493645525
13,9,0.993990905136
14,9,0.991406629947
15,9,0.995253304395
16,9,0.990853115295
17,9,0.994926180284
18,9,0.992883832194
1,10,0.995857454318
2,10,0.998604095372
3,10,0.997923645769
4,10,0.997638274075
5,10,0.998902492269
6,10,0.99144055546
7,10,0.99874780979
8,10,0.995040963748
9,10,0.987804007259
10,10,1.0
11,10,0.999614418407
12,10,0.99816270183
13,10,0.997343894754
14,10,0.98791608004
15,10,0.99130405097
16,10,0.997786978164
17,10,0.989577087431
18,10,0.985905031644
1,11,0.995390042381
2,11,0.998313725104
3,11,0.997618262016
4,11,0.99778921649
5,11,0.998506233112
6,11,0.990747347358
7,11,0.998378532841
8,11,0.994918569359
9,11,0.986845215161
10,11,0.999614418407
11,11,1.0
12,11,0.998137146057
13,11,0.997149800111
14,11,0.988125361283
15,11,0.990739663532
16,11,0.997923148066
17,11,0.990143879624
18,11,0.986759618113
1,12,0.996673635189
2,12,0.99787462623
3,12,0.998204428183
4,12,0.995321581832
5,12,0.998203279454
6,12,0.993824195853
7,12,0.997744278312
8,12,0.995917118258
9,12,0.992493645525
10,12,0.99816270183
11,12,0.998137146057
12,12,1.0
13,12,0.997835012965
14,12,0.989509938445
15,12,0.993131163071
16,12,0.997882381354
17,12,0.993179458463
18,12,0.990350928271
1,13,0.997835399568
2,13,0.998298356227
3,13,0.998443347933
4,13,0.995387383321
5,13,0.996492309056
6,13,0.996385244213
7,13,0.999071960074
8,13,0.998568354939
9,13,0.993990905136
10,13,0.997343894754
11,13,0.997149800111
12,13,0.997835012965
13,13,1.0
14,13,0.995570991004
15,13,0.997759739758
16,13,0.998685875648
17,13,0.995374155521
18,13,0.993982064718
1,14,0.991746971948
2,14,0.990552025549
3,14,0.990992325957
4,14,0.987946777461
5,14,0.985160484962
6,14,0.99355899216
7,14,0.992574915254
8,14,0.996037712329
9,14,0.991406629947
10,14,0.98791608004
11,14,0.988125361283
12,14,0.989509938445
13,14,0.995570991004
14,14,1.0
15,14,0.996887146992
16,14,0.993974769863
17,14,0.996352373111
18,14,0.996820272498
1,15,0.99514169548
2,15,0.993573112004
3,15,0.99408689456
4,15,0.988547085569
5,15,0.990465570055
6,15,0.996537907196
7,15,0.995103537904
8,15,0.996444662857
9,15,0.995253304395
10,15,0.99130405097
11,15,0.990739663532
12,15,0.993131163071
13,15,0.997759739758
14,15,0.996887146992
15,15,1.0
16,15,0.99531321901
17,15,0.995629376718
18,15,0.995794884734
1,16,0.995331963215
2,16,0.996819253368
3,16,0.99677369201
4,16,0.995166777703
5,16,0.995745413674
6,16,0.99332619655
7,16,0.9979269365
8,16,0.996404614495
9,16,0.990853115295
10,16,0.997786978164
11,16,0.997923148066
12,16,0.997882381354
13,16,0.998685875648
14,16,0.993974769863
15,16,0.99531321901
16,16,1.0
17,16,0.99538304649
18,16,0.993303694754
1,17,0.993207031788
2,17,0.991181755364
3,17,0.991962556249
4,17,0.986571992178
5,17,0.988083649816
6,17,0.995356058207
7,17,0.992393652758
8,17,0.994398391475
9,17,0.994926180284
10,17,0.989577087431
11,17,0.990143879624
12,17,0.993179458463
13,17,0.995374155521
14,17,0.996352373111
15,17,0.995629376718
16,17,0.99538304649
17,17,1.0
18,17,0.998689319226
1,18,0.990364400677
2,18,0.988137725066
3,18,0.989226341472
4,18,0.983559678322
5,18,0.984306992807
6,18,0.992937348391
7,18,0.989545688313
8,18,0.993131958274
9,18,0.992883832194
10,18,0.985905031644
11,18,0.986759618113
12,18,0.990350928271
13,18,0.993982064718
14,18,0.996820272498
15,18,0.995794884734
16,18,0.993303694754
17,18,0.998689319226
18,18,1.0

